"","keyword","row_num"
"99990","DECISION MAKING",99990
"99991","SUPPLY CHAIN MANAGEMENT",99991
"99992","COMPETITIVE BUSINESS",99992
"99993","DECISION FRAMEWORK",99993
"99994","INDUSTRIAL MANAGERS",99994
"99995","INNOVATION MANAGEMENT",99995
"99996","INTEGRATED MODELING",99996
"99997","PREFERENCE RANKING",99997
"99998","SUPPLIER EVALUATION AND SELECTIONS",99998
"99999","SUSTAINABLE SUPPLY CHAINS",99999
"100000","SUSTAINABLE DEVELOPMENT",100000
"100001","ENERGY CONSERVATION",100001
"100002","FACTOR ANALYSIS",100002
"100003","MANUFACTURE",100003
"100004","REGRESSION ANALYSIS",100004
"100005","ECONOMIC MECHANISMS",100005
"100006","INNOVATION MANAGEMENT",100006
"100007","LEVEL OF INNOVATION",100007
"100008","LONG-TERM DEVELOPMENT",100008
"100009","MACHINE BUILDING ENTERPRISE",100009
"100010","MANUFACTURING INDUSTRIES",100010
"100011","REGRESSION MODEL",100011
"100012","SOCIO-ECONOMIC FACTOR",100012
"100013","COMPETITION",100013
"100014","AIR CLEANERS",100014
"100015","CONTROL SYSTEMS",100015
"100016","CYBER PHYSICAL SYSTEM",100016
"100017","EMBEDDED SYSTEMS",100017
"100018","EMISSION CONTROL",100018
"100019","ENERGY CONSERVATION",100019
"100020","ENVIRONMENTAL TECHNOLOGY",100020
"100021","LIFE CYCLE",100021
"100022","MAN MACHINE SYSTEMS",100022
"100023","SUSTAINABLE DEVELOPMENT",100023
"100024","EMISSION REDUCTION",100024
"100025","EMISSIONS-REDUCTION TECHNOLOGY",100025
"100026","ENVIRONMENTAL PROBLEMS",100026
"100027","LIFE CYCLE STAGES",100027
"100028","PROBABILITY DENSITIES",100028
"100029","PRODUCTION FACILITY",100029
"100030","QUALITY ASSESSMENT",100030
"100031","TECHNOLOGY MANAGEMENTS",100031
"100032","QUALITY CONTROL",100032
"100033","CYBER PHYSICAL SYSTEM",100033
"100034","DIFFERENTIAL EQUATIONS",100034
"100035","EMBEDDED SYSTEMS",100035
"100036","ENVIRONMENTAL REGULATIONS",100036
"100037","ENVIRONMENTAL TECHNOLOGY",100037
"100038","PHYSICAL PROPERTIES",100038
"100039","SUSTAINABLE DEVELOPMENT",100039
"100040","CONSERVATION LAW",100040
"100041","CONSTANT IMPROVEMENT",100041
"100042","CYBER PHYSICALS",100042
"100043","ENVIRONMENTAL FRIENDLINESS",100043
"100044","LOCAL CONSERVATION",100044
"100045","MONITORING SYSTEM",100045
"100046","PHYSICAL ENVIRONMENTS",100046
"100047","TECHNOLOGY MANAGEMENTS",100047
"100048","ENERGY EFFICIENCY",100048
"100049","MARKET OPPORTUNITIES",100049
"100050","MARKET POTENTIAL",100050
"100051","OLD AGE",100051
"100052","PHYSICAL CONDITIONS",100052
"100053","SERVICE INNOVATION",100053
"100054","SERVICE MANAGEMENT",100054
"100055","COMMERCE",100055
"100056","COMPLEX ENVIRONMENTS",100056
"100057","CONTENT ANALYSIS",100057
"100058","DESIGN/METHODOLOGY/APPROACH",100058
"100059","HIGHER MANAGEMENT",100059
"100060","INNOVATION MANAGEMENT",100060
"100061","QUALITATIVE INTERVIEWS",100061
"100062","QUALITATIVE STUDY",100062
"100063","RESILIENCE STRATEGY",100063
"100064","SECURITY OF DATA",100064
"100065","STUDENTS",100065
"100066","COGNITIVE LOADS",100066
"100067","CYBER SECURITY",100067
"100068","IT INFRASTRUCTURES",100068
"100069","IT TECHNOLOGIES",100069
"100070","LONG TERM MEMORY",100070
"100071","OPTIMIZATION METHOD",100071
"100072","TECHNICAL BACKGROUND",100072
"100073","TECHNICAL SUBJECTS",100073
"100074","STEM (SCIENCE",100074
"100075","TECHNOLOGY",100075
"100076","ENGINEERING AND MATHEMATICS)",100076
"100077","INDUSTRIAL MANAGEMENT",100077
"100078","COLLABORATIVE INNOVATION",100078
"100079","INPUT-OUTPUT",100079
"100080","PERFORMANCE EVALUATION MODELS",100080
"100081","RESEARCH INSTITUTES",100081
"100082","SCIENCE AND TECHNOLOGY",100082
"100083","TECHNOLOGICAL INNOVATION",100083
"100084","UNIVERSITY RESEARCH",100084
"100085","UNIVERSITY-RESEARCH COLLABORATIONS",100085
"100086","BIG DATA",100086
"100087","AIRPORTS",100087
"100088","COMPETITION",100088
"100089","DIGITAL DEVICES",100089
"100090","E-LEARNING",100090
"100091","HUMAN RESOURCE MANAGEMENT",100091
"100092","INFORMATION MANAGEMENT",100092
"100093","OFFICE BUILDINGS",100093
"100094","QUALITY OF SERVICE",100094
"100095","SURVEYS",100095
"100096","AVIATION INDUSTRY",100096
"100097","EFFECTIVENESS OF HUMAN RESOURCES",100097
"100098","FACILITY MANAGEMENT",100098
"100099","IMMIGRATION PROCESS",100099
"100100","IMPORTANCE-PERFORMANCE ANALYSIS",100100
"100101","INFORMATION TECHNOLOGY MANAGEMENT",100101
"100102","SUSTAINABLE INDUSTRIES",100102
"100103","WIRELESS CONNECTIVITIES",100103
"100104","SERVICE INDUSTRY",100104
"100105","BUILDINGS",100105
"100106","DATA TECHNOLOGIES",100106
"100107","HIGHER VOCATIONAL COLLEGES",100107
"100108","INFORMATIZATION",100108
"100109","INTERNET TECHNOLOGY",100109
"100110","KEYPOINTS",100110
"100111","MANAGEMENT INNOVATION",100111
"100112","NETWORK TECHNOLOGIES",100112
"100113","PARTY BUILDINGS",100113
"100114","BIG DATA",100114
"100115","ADVANCED TECHNOLOGY",100115
"100116","ASSESSMENT METHOD",100116
"100117","BUSINESS DEVELOPMENT",100117
"100118","COMPETITIVENESS",100118
"100119","ENVIRONMENTAL TECHNOLOGY",100119
"100120","INDUSTRIAL TECHNOLOGY",100120
"100121","MULTICRITERIA ANALYSIS",100121
"100122","RESEARCH AND DEVELOPMENT",100122
"100123","STRATEGIC APPROACH",100123
"100124","SUSTAINABILITY",100124
"100125","SUSTAINABLE DEVELOPMENT",100125
"100126","INFORMATION SCIENCE",100126
"100127","INFORMATION SYSTEMS",100127
"100128","DIGITAL PRODUCTS",100128
"100129","DIGITAL RESOURCES",100129
"100130","DIGITAL TECHNOLOGIES",100130
"100131","IT CAPABILITIES",100131
"100132","ORGANIZATIONAL CAPABILITIES",100132
"100133","PARTIAL LEAST SQUARE (PLS)",100133
"100134","PRODUCT INNOVATION",100134
"100135","STRUCTURAL EQUATION MODELING TECHNIQUES",100135
"100136","LEAST SQUARES APPROXIMATIONS",100136
"100137","COMPARATIVE STUDY",100137
"100138","DECISION MAKING",100138
"100139","EMPIRICAL ANALYSIS",100139
"100140","INNOVATION",100140
"100141","LONG-TERM CHANGE",100141
"100142","NUMERICAL MODEL",100142
"100143","OUTSOURCING",100143
"100144","SOFTWARE",100144
"100145","TRADE-OFF",100145
"100146","FRANCE",100146
"100147","INDIA",100147
"100148","ITALY",100148
"100149","CAREGIVER",100149
"100150","CHILD",100150
"100151","EMPOWERMENT",100151
"100152","FAMILY",100152
"100153","HEALTH CARE DELIVERY",100153
"100154","HUMAN",100154
"100155","TECHNOLOGY",100155
"100156","CAREGIVERS",100156
"100157","CHILD",100157
"100158","DELIVERY OF HEALTH CARE",100158
"100159","EMPOWERMENT",100159
"100160","FAMILY",100160
"100161","HUMANS",100161
"100162","TECHNOLOGY",100162
"100163","DIGITAL STORAGE",100163
"100164","EMBEDDED SYSTEMS",100164
"100165","LEAST SQUARES APPROXIMATIONS",100165
"100166","LIFE CYCLE",100166
"100167","ASIA-PACIFIC COUNTRIES",100167
"100168","EXTERNAL STAKEHOLDERS",100168
"100169","INDUSTRIAL REVOLUTIONS",100169
"100170","INNOVATION PERFORMANCE",100170
"100171","PARTIAL LEAST SQUARE (PLS)",100171
"100172","STRUCTURAL EQUATION MODELING",100172
"100173","TECHNOLOGICAL ARCHITECTURES",100173
"100174","TECHNOLOGICAL INNOVATION",100174
"100175","INDUSTRY 4.0",100175
"100176","ELECTRONICS INDUSTRY",100176
"100177","INDUSTRIAL POLICY",100177
"100178","INDUSTRIAL PRODUCTION",100178
"100179","INDUSTRIAL TECHNOLOGY",100179
"100180","INNOVATION",100180
"100181","PERFORMANCE ASSESSMENT",100181
"100182","STAKEHOLDER",100182
"100183","STRATEGIC APPROACH",100183
"100184","TECHNOLOGICAL DEVELOPMENT",100184
"100185","INDONESIA",100185
"100186","MALAYSIA",100186
"100187","THAILAND",100187
"100188","TECHNOLOGICAL FORECASTING",100188
"100189","ADDED VALUES",100189
"100190","ADDED-VALUE SERVICES",100190
"100191","CO-CREATION",100191
"100192","HEALTH SERVICES",100192
"100193","ICT SERVICES",100193
"100194","INFORMATION AND COMMUNICATIONS TECHNOLOGY",100194
"100195","INNOVATION MANAGEMENT",100195
"100196","SERVICES SECTORS",100196
"100197","SERVICE INDUSTRY",100197
"100198","INFORMATION AND COMMUNICATION TECHNOLOGY",100198
"100199","INNOVATION",100199
"100200","SERVICE SECTOR",100200
"100201","AGRICULTURAL ROBOTS",100201
"100202","AGRICULTURE",100202
"100203","ECOLOGY",100203
"100204","AGRICULTURAL INFORMATIONS",100204
"100205","AGRICULTURAL TECHNOLOGIES",100205
"100206","APPLICATION STATUS",100206
"100207","CONVENTIONAL AGRICULTURES",100207
"100208","ECOLOGICAL AGRICULTURES",100208
"100209","INCENTIVE MECHANISM",100209
"100210","INFORMATION MANAGEMENT SYSTEMS",100210
"100211","MANAGEMENT SYSTEMS",100211
"100212","INFORMATION MANAGEMENT",100212
"100213","ARCHITECTURE",100213
"100214","COMPUTER ARCHITECTURE",100214
"100215","PATENTS AND INVENTIONS",100215
"100216","ARCHITECTURAL CHANGES",100216
"100217","ARCHITECTURAL INNOVATION",100217
"100218","ENGINEERING SCIENCE",100218
"100219","INNOVATION MANAGEMENT",100219
"100220","MODULAR INNOVATION",100220
"100221","PRODUCT ARCHITECTURE",100221
"100222","SYSTEM ARCHITECTURES",100222
"100223","TECHNOLOGICAL CHANGE",100223
"100224","PRODUCT DESIGN",100224
"100225","ECONOMIC SYSTEM",100225
"100226","INNOVATION",100226
"100227","MULTINATIONAL ENTERPRISE",100227
"100228","STAKEHOLDER",100228
"100229","FEDERAL GOVERNMENTS",100229
"100230","GOVERNMENT ENTITIES",100230
"100231","INNOVATION MANAGEMENT",100231
"100232","OPERATIONAL SUSTAINABILITY",100232
"100233","PUBLIC ORGANIZATIONS",100233
"100234","PUBLIC SECTOR ORGANIZATION",100234
"100235","RESEARCH INTERESTS",100235
"100236","UNITED ARAB EMIRATES",100236
"100237","MANAGEMENT",100237
"100238","E-LEARNING",100238
"100239","DESIGN THINKING",100239
"100240","INNOVATION MANAGEMENT",100240
"100241","KOLB'S LEARNING CYCLE",100241
"100242","ONLINE LEARNING",100242
"100243","CURRICULA",100243
"100244","DATA HANDLING",100244
"100245","APPLICATION OF INFORMATION TECHNOLOGIES",100245
"100246","BALANCED SCORECARDS",100246
"100247","CUSTOMER PERSPECTIVES",100247
"100248","DEVELOPMENT STAGES",100248
"100249","ELEMENTARY SCHOOLS",100249
"100250","INFORMATION TECHNOLOGY GOVERNANCE",100250
"100251","INFORMATION TECHNOLOGY MANAGEMENT",100251
"100252","INFORMATION TECHNOLOGY SOLUTIONS",100252
"100253","HUMAN RESOURCE MANAGEMENT",100253
"100254","COMPUTER APPLICATIONS",100254
"100255","COMPUTER PROGRAMMING",100255
"100256","EFFECTIVE MANAGEMENT",100256
"100257","INNOVATION ACTIVITY",100257
"100258","INNOVATIVE ACTIVITIES",100258
"100259","MANAGEMENT OF INNOVATION",100259
"100260","QUALIFIED PERSONNEL",100260
"100261","STRATEGIC LEVEL",100261
"100262","TECHNICAL POTENTIAL",100262
"100263","THEORETICAL ASPECTS",100263
"100264","MANUFACTURE",100264
"100265","EFFICIENCY",100265
"100266","MANAGERS",100266
"100267","MANUFACTURE",100267
"100268","STRATEGIC PLANNING",100268
"100269","SUPPLY CHAINS",100269
"100270","SUSTAINABLE DEVELOPMENT",100270
"100271","BUSINESS ENVIRONMENTS",100271
"100272","COMPETITIVE ADVANTAGE",100272
"100273","DIGITAL TECHNOLOGIES",100273
"100274","INNOVATION MANAGEMENT",100274
"100275","INNOVATIVE ACTIVITIES",100275
"100276","METHODOLOGY OF RESEARCHES",100276
"100277","STRATEGY AS PRACTICES",100277
"100278","TYPES OF INNOVATIONS",100278
"100279","COMPETITION",100279
"100280","SOCIAL ASPECTS",100280
"100281","CYBER BULLYING",100281
"100282","GROUND LEVEL",100282
"100283","SOCIAL ISSUES",100283
"100284","SUSTAINABLE SOLUTION",100284
"100285","TECHNOLOGICAL SOLUTION",100285
"100286","TECHNOLOGY MANAGEMENTS",100286
"100287","COMPUTER CRIME",100287
"100288","AGRICULTURAL ENGINEERING",100288
"100289","AGRICULTURE",100289
"100290","ENERGY EFFICIENCY",100290
"100291","KNOWLEDGE MANAGEMENT",100291
"100292","EDUCATIONAL CHALLENGE",100292
"100293","EDUCATIONAL ORGANIZATIONS",100293
"100294","EDUCATIONAL PROJECTS",100294
"100295","EXTERNAL ENVIRONMENTS",100295
"100296","INNOVATION APPROACH",100296
"100297","INNOVATION MANAGEMENT",100297
"100298","KNOWLEDGE TRANSFER",100298
"100299","POTENTIAL BENEFITS",100299
"100300","PLANT STARTUP",100300
"100301","COMPETITION",100301
"100302","DECISION MAKING",100302
"100303","HUMAN RESOURCE MANAGEMENT",100303
"100304","MANAGERS",100304
"100305","SALES",100305
"100306","COMPETITIVE ADVANTAGE",100306
"100307","CUSTOMERS' SATISFACTION",100307
"100308","DESIGN AND IMPLEMENTATIONS",100308
"100309","LEVEL OF SATISFACTION",100309
"100310","MANUFACTURING COMPANIES",100310
"100311","PERFORMANCE APPROACH",100311
"100312","PERFORMANCE MEASUREMENTS",100312
"100313","SERVICES AND APPLICATIONS",100313
"100314","CUSTOMER SATISFACTION",100314
"100315","BETACORONAVIRUS",100315
"100316","CORONAVIRUS INFECTION",100316
"100317","HUMAN",100317
"100318","INTERPERSONAL COMMUNICATION",100318
"100319","NATIONAL HEALTH SERVICE",100319
"100320","ORGANIZATION AND MANAGEMENT",100320
"100321","PANDEMIC",100321
"100322","TELECOMMUNICATION",100322
"100323","VIRUS PNEUMONIA",100323
"100324","BETACORONAVIRUS",100324
"100325","COMMUNICATION",100325
"100326","CORONAVIRUS INFECTIONS",100326
"100327","HUMANS",100327
"100328","PANDEMICS",100328
"100329","PNEUMONIA",100329
"100330","VIRAL",100330
"100331","STATE MEDICINE",100331
"100332","TELECOMMUNICATIONS",100332
"100333","ARTIFICIAL INTELLIGENCE",100333
"100334","BEHAVIORAL RESEARCH",100334
"100335","BIG DATA",100335
"100336","DECISION MAKING",100336
"100337","CHINESE STOCK MARKET",100337
"100338","FUZZY SET QUALITATIVE COMPARATIVE ANALYSIS",100338
"100339","MULTIPLE FACTORS",100339
"100340","SYSTEMATIC ANALYSIS",100340
"100341","SYSTEMIC FRAMEWORKS",100341
"100342","TECHNOLOGICAL REVOLUTION",100342
"100343","TECHNOLOGY MANAGEMENTS",100343
"100344","TECHNOLOGY-BASED",100344
"100345","FINANCIAL MARKETS",100345
"100346","EDUCATION COMPUTING",100346
"100347","EMBEDDED SYSTEMS",100347
"100348","STUDENTS",100348
"100349","APPLIED PHYSICS",100349
"100350","CALL FOR PROPOSALS",100350
"100351","CAPACITY BUILDING",100351
"100352","HIGHER EDUCATION",100352
"100353","INNOVATION MANAGEMENT",100353
"100354","PROTOTYPING PROCESS",100354
"100355","SOFTWARE AND HARDWARES",100355
"100356","TECHNICAL UNIVERSITIES",100356
"100357","SOFTWARE PROTOTYPING",100357
"100358","CURRICULA",100358
"100359","ELECTROMECHANICAL DEVICES",100359
"100360","MOTION CONTROL",100360
"100361","PRODUCT DESIGN",100361
"100362","DEVELOPMENT PROCESS",100362
"100363","INFRASTRUCTURE MANAGEMENTS",100363
"100364","INNOVATION MANAGEMENT",100364
"100365","MANUFACTURING FUNCTIONS",100365
"100366","MOTION CONTROL SOLUTIONS",100366
"100367","PRODUCT DESIGN AND DEVELOPMENT",100367
"100368","SKILLS AND COMPETENCES",100368
"100369","UNDERGRADUATE STUDENTS",100369
"100370","STUDENTS",100370
"100371","LEGACY SYSTEMS",100371
"100372","PROFESSIONAL ASPECTS",100372
"100373","PUBLIC ADMINISTRATION",100373
"100374","PUBLIC RISKS",100374
"100375","SECURITY SYSTEMS",100375
"100376","CRITICAL INFRASTRUCTURE SECURITIES",100376
"100377","DEVELOPED COUNTRIES",100377
"100378","INFORMATION AND COMMUNICATION TECHNOLOGIES",100378
"100379","INFORMATION RELIABILITY",100379
"100380","INFORMATION SECURITY THREATS",100380
"100381","SECURITY MANAGEMENT",100381
"100382","TECHNICAL BACKGROUND",100382
"100383","TECHNOLOGICAL SOLUTION",100383
"100384","SECURITY OF DATA",100384
"100385","KNOWLEDGE REPRESENTATION",100385
"100386","SUPPLY CHAINS",100386
"100387","VIRTUAL REALITY",100387
"100388","VISUALIZATION",100388
"100389","CHINESE ENTERPRISE",100389
"100390","DEVELOPMENT TRENDS",100390
"100391","ENTERPRISE MANAGEMENT",100391
"100392","MANAGEMENT INNOVATION",100392
"100393","OPERATION AND MANAGEMENT",100393
"100394","SCIENTIFIC AND TECHNOLOGICAL INNOVATIONS",100394
"100395","SCIENTIFIC RESEARCHES",100395
"100396","TECHNOLOGICAL INNOVATION",100396
"100397","RESEARCH AND DEVELOPMENT MANAGEMENT",100397
"100398","ARTIFICIAL INTELLIGENCE",100398
"100399","COMPETITION",100399
"100400","REGIONAL PLANNING",100400
"100401","COMPUTER ENGINEERING TECHNOLOGY",100401
"100402","COMPUTER INFORMATION SYSTEMS",100402
"100403","COMPUTER SCIENCE AND TECHNOLOGIES",100403
"100404","COORDINATION MECHANISMS",100404
"100405","INFORMATION ECOSYSTEMS",100405
"100406","INFORMATION TECHNOLOGY STRATEGY",100406
"100407","MANUFACTURING ENTERPRISE",100407
"100408","TOTAL INNOVATION MANAGEMENT",100408
"100409","MANUFACTURE",100409
"100410","ARCHITECTURAL DESIGN",100410
"100411","FLOOD CONTROL",100411
"100412","INFORMATION ANALYSIS",100412
"100413","INFORMATION DISSEMINATION",100413
"100414","INFORMATION MANAGEMENT",100414
"100415","INVESTMENTS",100415
"100416","WATER MANAGEMENT",100416
"100417","CONSTRUCTION EFFICIENCY",100417
"100418","DEVELOPMENT OF SCIENCE AND TECHNOLOGIES",100418
"100419","EFFECTIVE MANAGEMENT",100419
"100420","INNOVATIVE SOLUTIONS",100420
"100421","MANAGEMENT OF TECHNOLOGY",100421
"100422","TECHNOLOGY MANAGEMENTS",100422
"100423","THREE-DIMENSIONAL APPLICATIONS",100423
"100424","WATER CONSERVANCY PROJECTS",100424
"100425","PROJECT MANAGEMENT",100425
"100426","DECISION MAKING",100426
"100427","GOVERNANCE APPROACH",100427
"100428","HEALTH CARE",100428
"100429","HEALTH POLICY",100429
"100430","INFORMATION TECHNOLOGY",100430
"100431","REGULATORY FRAMEWORK",100431
"100432","TECHNOLOGY ADOPTION",100432
"100433","ARTICLE",100433
"100434","BIOMEDICAL TECHNOLOGY ASSESSMENT",100434
"100435","CANADA",100435
"100436","DECISION MAKING",100436
"100437","GROUP PROCUREMENT ORGANIZATION",100437
"100438","HEALTH CARE COST",100438
"100439","HEALTH CARE DELIVERY",100439
"100440","HEALTH CARE SYSTEM",100440
"100441","HEALTHCARE DECISION MAKING",100441
"100442","HUMAN",100442
"100443","ORGANIZATION",100443
"100444","PUBLIC-PRIVATE PARTNERSHIP",100444
"100445","PURCHASING",100445
"100446","RESOURCE ALLOCATION",100446
"100447","GOVERNMENT",100447
"100448","MEDICAL TECHNOLOGY",100448
"100449","CANADA",100449
"100450","BIOMEDICAL TECHNOLOGY",100450
"100451","CANADA",100451
"100452","GOVERNMENT AGENCIES",100452
"100453","HUMANS",100453
"100454","TECHNOLOGY ASSESSMENT",100454
"100455","BIOMEDICAL",100455
"100456","LIGHTING",100456
"100457","CASE STUDY APPROACH",100457
"100458","DIGITAL INNOVATIONS",100458
"100459","FORMAL DEVELOPMENT",100459
"100460","FRONT-END OF INNOVATIONS",100460
"100461","INNOVATION PROCESS",100461
"100462","MANAGEMENT PRACTICES",100462
"100463","RESEARCH AND DEVELOPMENT",100463
"100464","TRANSFER MANAGEMENTS",100464
"100465","RESEARCH AND DEVELOPMENT MANAGEMENT",100465
"100466","BLOCKCHAIN",100466
"100467","ELECTRONICS INDUSTRY",100467
"100468","MEDICAL COMPUTING",100468
"100469","MEDICAL PROBLEMS",100469
"100470","BUSINESS PRACTICES",100470
"100471","DISTRIBUTED INFORMATION",100471
"100472","ELECTRONIC MEDICAL RECORD",100472
"100473","ELECTRONIC RECORDS",100473
"100474","GROUNDED THEORY APPROACH",100474
"100475","QUALITATIVE ANALYSIS",100475
"100476","SECURITY PROBLEMS",100476
"100477","TRANSMISSION METHODS",100477
"100478","ELECTRONIC DOCUMENT EXCHANGE",100478
"100479","BLOCKCHAIN",100479
"100480","ELECTRIC MEASURING INSTRUMENTS",100480
"100481","PRIVACY BY DESIGN",100481
"100482","SMART METERS",100482
"100483","CONSENSUS ALGORITHMS",100483
"100484","CYBER SECURITY",100484
"100485","DATA TAMPERING",100485
"100486","IMPROVING PERFORMANCE",100486
"100487","INFORMATION TECHNOLOGY SOLUTIONS",100487
"100488","PROPOSED ARCHITECTURES",100488
"100489","SMART METERING",100489
"100490","UTILITY COMPANIES",100490
"100491","DIGITAL STORAGE",100491
"100492","COMPETITION",100492
"100493","MANUFACTURE",100493
"100494","MARKETING",100494
"100495","BUSINESS ENVIRONMENTS",100495
"100496","COMPETITIVE CAPABILITIES",100496
"100497","CONTINGENCY APPROACHES",100497
"100498","FUNCTIONAL PERFORMANCE",100498
"100499","MANUFACTURING PERFORMANCE",100499
"100500","MARKETING DEPARTMENTS",100500
"100501","MARKETING PERFORMANCE",100501
"100502","RESEARCH AND DEVELOPMENT",100502
"100503","COMMERCE",100503
"100504","COMPETITIVENESS",100504
"100505","INDUSTRIAL COMPETITION",100505
"100506","INDUSTRIAL PERFORMANCE",100506
"100507","INNOVATION",100507
"100508","MANAGEMENT",100508
"100509","MANUFACTURING",100509
"100510","MARKETING",100510
"100511","CLIMATE CHANGE",100511
"100512","ENVIRONMENTAL TECHNOLOGY",100512
"100513","PATENTS AND INVENTIONS",100513
"100514","SOCIAL SCIENCES COMPUTING",100514
"100515","SUSTAINABLE DEVELOPMENT",100515
"100516","BIBLIOMETRIC ANALYSIS",100516
"100517","CO-OCCURRENCE",100517
"100518","ENVIRONMENTAL SCIENCE",100518
"100519","INTELLECTUAL STRUCTURES",100519
"100520","KNOWLEDGE FLOW",100520
"100521","SOCIAL CHANGES",100521
"100522","TECHNOLOGICAL ENVIRONMENT",100522
"100523","WEB OF SCIENCE",100523
"100524","TECHNOLOGICAL FORECASTING",100524
"100525","ACADEMIC RESEARCH",100525
"100526","BIBLIOGRAPHY",100526
"100527","HISTORICAL PERSPECTIVE",100527
"100528","RESEARCH WORK",100528
"100529","AGRICULTURAL ROBOTS",100529
"100530","AGRICULTURE",100530
"100531","ANOMALY DETECTION",100531
"100532","DECISION MAKING",100532
"100533","HEURISTIC ALGORITHMS",100533
"100534","INTERNET OF THINGS",100534
"100535","MACHINE LEARNING",100535
"100536","NETWORK ARCHITECTURE",100536
"100537","SAFETY FACTOR",100537
"100538","SIGNAL DETECTION",100538
"100539","WIRELESS SENSOR NETWORKS",100539
"100540","AGRICULTURAL ENVIRONMENTS",100540
"100541","AGRICULTURAL PRODUCTION SYSTEM",100541
"100542","ANOMALY-DETECTION ALGORITHMS",100542
"100543","COMPREHENSIVE MANAGEMENTS",100543
"100544","DEVICE CHARACTERISTICS",100544
"100545","INTEGRATED INFORMATIONS",100545
"100546","PROPOSED ARCHITECTURES",100546
"100547","REFERENCE ARCHITECTURE",100547
"100548","INFORMATION MANAGEMENT",100548
"100549","INVESTMENTS",100549
"100550","EMPIRICAL INVESTIGATION",100550
"100551","HIGH TECH",100551
"100552","HIGH TECH INDUSTRY",100552
"100553","INNOVATION MANAGEMENT",100553
"100554","INNOVATION SPEED",100554
"100555","OPERATIONAL PERFORMANCE",100555
"100556","PANEL DATA",100556
"100557","SMALL AND MEDIUM SIZED ENTERPRISE",100557
"100558","SPEED",100558
"100559","BLOCKCHAIN",100559
"100560","ENGINEERING RESEARCH",100560
"100561","FINTECH",100561
"100562","KNOWLEDGE MANAGEMENT",100562
"100563","PRODUCT DEVELOPMENT",100563
"100564","SERVICE INDUSTRY",100564
"100565","SOCIETIES AND INSTITUTIONS",100565
"100566","DISTRIBUTED LEDGER",100566
"100567","DISTRIBUTED LEDGER TECHNOLOGY (DLT)",100567
"100568","FINANCIAL SERVICE",100568
"100569","INNOVATION MANAGEMENT",100569
"100570","INTERVIEWS",100570
"100571","TECHNOLOGICAL INNOVATION",100571
"100572","DECISION MAKING",100572
"100573","AIR QUALITY",100573
"100574","APPLICATION PROGRAMS",100574
"100575","ARCHITECTURAL DESIGN",100575
"100576","ENERGY UTILIZATION",100576
"100577","GAS EMISSIONS",100577
"100578","GREENHOUSE GASES",100578
"100579","PROJECT MANAGEMENT",100579
"100580","BUILDING INFORMATION MODEL - BIM",100580
"100581","COMPUTER TECHNOLOGY",100581
"100582","DESIGN SCHEME",100582
"100583","DEVELOPED COUNTRIES",100583
"100584","ENERGY CONSUMER",100584
"100585","HIGH ENERGY CONSUMPTION",100585
"100586","TOTAL ENERGY CONSUMPTION",100586
"100587","TRAFFIC PATTERN",100587
"100588","ENERGY CONSERVATION",100588
"100589","ACCESS CONTROL",100589
"100590","APPLICATION PROGRAMS",100590
"100591","CLOUD COMPUTING",100591
"100592","COMPUTER HARDWARE",100592
"100593","COMPUTER SOFTWARE MAINTENANCE",100593
"100594","VIRTUAL REALITY",100594
"100595","VIRTUALIZATION",100595
"100596","APPLICATION ENVIRONMENT",100596
"100597","COMPUTER EXPERIMENT",100597
"100598","COMPUTER TEACHING",100598
"100599","DESKTOP VIRTUALIZATION",100599
"100600","MANAGEMENT COSTS",100600
"100601","SERVICE PLATFORMS",100601
"100602","TEACHING MANAGEMENTS",100602
"100603","TYPICAL APPLICATION",100603
"100604","INFORMATION MANAGEMENT",100604
"100605","BIG DATA",100605
"100606","CUTTING",100606
"100607","ENGINEERING RESEARCH",100607
"100608","RESEARCH AND DEVELOPMENT MANAGEMENT",100608
"100609","CUTTING EDGE TECHNOLOGY",100609
"100610","DAILY LIVES",100610
"100611","DATA TECHNOLOGIES",100611
"100612","DEVELOPMENT METHOD",100612
"100613","DEVELOPMENT STATUS",100613
"100614","INNOVATION MANAGEMENT",100614
"100615","PROCESSING TECHNOLOGIES",100615
"100616","RESEARCH METHODS",100616
"100617","INFORMATION MANAGEMENT",100617
"100618","BIG DATA",100618
"100619","HIGHWAY ADMINISTRATION",100619
"100620","HIGHWAY PLANNING",100620
"100621","ROAD CONSTRUCTION",100621
"100622","COMPLEX PROJECTS",100622
"100623","CONSTRUCTION MANAGEMENT",100623
"100624","COST OF INVESTMENT",100624
"100625","ENGINEERING CONSTRUCTIONS",100625
"100626","HIGHWAY CONSTRUCTION",100626
"100627","INNOVATION MANAGEMENT",100627
"100628","INNOVATION METHODS",100628
"100629","INNOVATIVE TECHNOLOGY",100629
"100630","PROJECT MANAGEMENT",100630
"100631","VIRTUAL REALITY",100631
"100632","CLASSIFICATION METHODS",100632
"100633","ESTIMATION METHODS",100633
"100634","INFORMATION TECHNOLOGY MANAGEMENT",100634
"100635","SOFTWARE HOUSE",100635
"100636","TASK MANAGEMENT",100636
"100637","TIME CONSUMPTION",100637
"100638","WORKLOAD MANAGEMENT",100638
"100639","ARTIFICIAL INTELLIGENCE",100639
"100640","BUDGET CONTROL",100640
"100641","COMPETITION",100641
"100642","EFFICIENCY",100642
"100643","INFORMATION MANAGEMENT",100643
